Vardas         Pavarde        ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egzaminas
Mantas         Petraitis      5    7    5    10   7    8    8    3    5    8    3         
Mantas         Petraitis      3    6    1    9    7    6    9    6    4    8    1         
Kazys          Kazlauskas     10   3    5    2    7    2    9    4    10   8    9         
Lukas          Jonaitis       6    10   4    10   2    9    6    7    2    7    8         
Marius         Stankevicius   5    9    6    9    2    2    6    3    9    8    6         
Lukas          Jankauskas     8    1    5    5    6    7    9    10   9    9    3         
Paulius        Kazlauskas     6    7    3    6    8    4    1    9    3    2    6         
Antanas        Stankevicius   10   1    9    4    2    6    6    10   2    4    10        
Kazys          Kavaliauskas   5    8    2    5    10   1    5    4    4    4    9         
Paulius        Brazinskas     2    9    6    1    5    9    6    3    7    1    2         
Kazys          Kavaliauskas   1    8    9    10   2    1    6    4    5    4    7         
Lukas          Brazinskas     4    8    10   8    8    7    10   4    10   1    3         
Mantas         Kazlauskas     3    10   9    10   9    10   8    10   8    2    7         
Lukas          Jonaitis       7    3    5    3    5    2    3    5    2    5    5         
Jonas          Brazinskas     1    5    3    8    10   2    10   6    3    3    9         
Paulius        Zukauskas      9    8    8    1    8    1    6    3    3    2    7         
Tomas          Jankauskas     2    10   7    8    6    9    9    7    8    8    5         
Antanas        Jankauskas     9    10   4    2    10   1    3    2    6    6    4         
Darius         Jonaitis       3    10   8    6    3    7    2    6    5    10   9         
Tomas          Kavolis        10   4    8    8    3    9    5    10   1    5    4         
Mantas         Zukauskas      6    6    7    9    4    1    1    9    5    1    4         
Paulius        Jonaitis       2    1    10   1    10   4    7    4    10   9    5         
Petras         Kavaliauskas   1    3    9    10   3    7    5    7    9    2    7         
Petras         Zukauskas      8    5    8    8    8    4    4    7    7    6    3         
Lukas          Kazlauskas     10   4    2    4    2    2    5    5    9    10   3         
Kazys          Brazinskas     1    10   10   5    5    8    8    9    4    3    3         
Jonas          Jonaitis       1    5    3    4    8    2    6    10   4    2    9         
Paulius        Jonaitis       4    3    9    2    2    5    10   2    9    3    6         
Lukas          Kavolis        2    3    5    2    10   1    8    5    7    7    7         
Antanas        Zukauskas      6    4    6    8    6    4    3    9    1    10   7         
Paulius        Jonaitis       3    9    8    4    1    4    1    7    4    7    1         
Marius         Petraitis      5    6    6    4    1    7    8    2    4    3    8         
Kazys          Petraitis      7    5    3    7    10   2    6    3    1    9    9         
Petras         Petraitis      4    7    7    1    6    3    2    9    9    6    3         
Mantas         Petraitis      6    5    10   6    3    5    7    4    6    3    10        
Marius         Brazinskas     5    4    4    10   4    5    8    3    7    10   8         
Paulius        Kavaliauskas   8    6    4    4    8    7    4    1    10   8    3         
Marius         Stankevicius   2    9    1    1    8    4    4    5    9    5    3         
Marius         Kavolis        4    2    5    1    10   10   3    3    2    4    7         
Mantas         Petraitis      9    7    6    5    2    3    5    9    1    7    6         
Petras         Jankauskas     4    7    1    7    5    7    8    5    1    2    9         
Lukas          Kavaliauskas   8    10   7    3    7    8    4    4    10   7    6         
Jonas          Kazlauskas     6    3    2    1    10   5    9    6    9    5    6         
Paulius        Brazinskas     7    10   4    5    1    8    10   7    6    2    4         
Lukas          Petraitis      10   1    7    2    9    2    8    10   8    9    10        
Lukas          Jankauskas     2    9    3    2    5    6    1    4    3    3    7         
Tomas          Kazlauskas     3    3    3    2    4    3    7    3    4    2    8         
Antanas        Jonaitis       9    10   3    6    4    9    7    1    2    7    2         
Marius         Kavolis        10   10   7    7    5    7    10   7    9    3    7         
Antanas        Kavaliauskas   4    1    8    5    6    10   5    4    1    10   7         
Petras         Brazinskas     5    2    5    1    2    6    5    7    1    8    10        
Kazys          Kavolis        7    2    4    3    8    10   8    6    2    7    1         
Petras         Jankauskas     4    3    7    3    7    1    10   2    6    2    10        
Tomas          Kavolis        8    9    8    4    4    6    2    1    6    4    10        
Paulius        Kavaliauskas   9    5    2    8    3    3    3    9    10   7    4         
Tomas          Kavaliauskas   3    8    3    5    3    4    7    8    6    7    9         
Jonas          Kavolis        5    3    2    2    2    5    3    7    6    9    9         
Mantas         Jonaitis       9    6    1    7    4    8    1    1    6    8    4         
Lukas          Kavaliauskas   2    7    6    5    1    9    6    10   10   1    8         
Petras         Jankauskas     6    4    10   6    10   1    8    4    2    4    2         
Marius         Jonaitis       3    1    5    8    1    7    5    6    2    4    10        
Marius         Kavaliauskas   1    5    4    9    6    4    2    1    7    7    8         
Darius         Kavaliauskas   6    1    4    6    10   9    10   9    6    9    1         
Kazys          Stankevicius   8    7    6    10   7    4    6    5    6    10   4         
Antanas        Zukauskas      6    9    4    10   4    2    10   9    8    6    6         
Kazys          Kazlauskas     6    4    9    2    2    10   9    2    4    4    4         
Jonas          Jonaitis       8    4    1    2    6    6    5    2    8    7    10        
Tomas          Kazlauskas     9    3    4    1    8    5    8    5    3    9    3         
Lukas          Brazinskas     9    10   6    7    8    10   10   7    1    7    2         
Kazys          Brazinskas     9    9    4    9    3    10   1    3    6    1    10        
Lukas          Kavolis        6    1    6    2    5    7    1    4    6    9    4         
Jonas          Jonaitis       2    5    2    3    6    5    5    1    8    4    3         
Mantas         Zukauskas      4    4    5    9    5    1    9    8    5    2    1         
Darius         Petraitis      6    2    1    5    4    1    1    1    5    7    7         
Lukas          Kavolis        5    3    3    4    4    8    5    1    2    2    5         
Tomas          Jankauskas     9    8    3    7    4    1    2    6    10   9    10        
Kazys          Jonaitis       8    10   10   9    6    4    5    6    4    2    6         
Jonas          Zukauskas      9    2    4    6    6    10   9    5    1    3    10        
Darius         Jonaitis       7    1    7    5    8    6    9    10   7    9    2         
Jonas          Jonaitis       7    10   3    3    4    10   3    3    5    3    5         
Antanas        Petraitis      6    1    6    5    9    4    2    7    10   1    7         
Tomas          Brazinskas     3    6    1    9    1    2    3    4    4    1    2         
Mantas         Petraitis      4    8    3    5    7    6    4    8    6    4    8         
Lukas          Brazinskas     8    4    8    5    10   10   4    7    10   4    7         
Mantas         Kavaliauskas   7    3    7    2    7    10   7    3    5    1    3         
Antanas        Kavolis        4    9    7    1    1    7    7    10   4    3    5         
Kazys          Zukauskas      7    3    5    5    2    5    7    3    1    7    8         
Marius         Stankevicius   9    1    3    6    8    3    8    8    6    5    10        
Antanas        Kavaliauskas   5    3    2    3    10   3    1    5    6    5    1         
Marius         Stankevicius   5    9    7    9    8    9    10   5    10   3    4         
Antanas        Jankauskas     9    6    4    8    2    9    9    3    10   9    10        
Petras         Jonaitis       5    5    6    6    4    10   3    2    2    7    10        
Mantas         Stankevicius   10   1    10   6    1    8    3    1    4    7    9         
Antanas        Kavolis        9    3    9    1    8    7    10   5    2    6    4         
Lukas          Kavolis        8    7    4    3    1    5    3    3    9    9    7         
Petras         Stankevicius   2    7    3    9    3    4    6    8    4    4    1         
